Date,Account,Category,Subcategory,Note,CAD,Income/Expense,Description,Amount,Currency,Account
06/13/2025 4:17:47,Card,🍜 Food,,Droewors and biltong split,2.75,Expense,,37,ZAR,2.75
06/13/2025 4:16:43,Card,🏠 Accommodation,,Nyalazi campsite,14.86,Expense,,200,ZAR,14.86
06/13/2025 4:16:06,Card,👬🏻 Social Life,,Savanna split,2.38,Expense,,32,ZAR,2.38
06/13/2025 4:14:52,Card,🪑 Household,,Pens,1.86,Expense,,25,ZAR,1.86
06/13/2025 4:14:52,Card,🪑 Household,,Firewood split,2.15,Expense,,29,ZAR,2.15
06/13/2025 0:40:50,Card,🚖 Transport,,34L diesel,58.47,Expense,,787,ZAR,58.47
06/13/2025 0:40:50,Card,🚖 Transport,,2 pints of oil,8.92,Expense,,120,ZAR,8.92
06/12/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/12/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/12/2025 13:59:52,Card,🍜 Food,,Icecream,2.38,Expense,,32,ZAR,2.38
06/12/2025 13:30:03,Cash,🎁 Gift,,Carved gourd,3.72,Expense,,50,ZAR,3.72
06/12/2025 13:29:51,Card,🍜 Food,,Groceries,15.46,Expense,,208,ZAR,15.46
06/12/2025 2:38:27,Card,🏠 Accommodation,,Glamping dorm st lucia,20.06,Expense,,270,ZAR,20.06
06/11/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/11/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/11/2025 13:28:32,Card,🍜 Food,,Icecreams,4.31,Expense,,58,ZAR,4.31
06/11/2025 7:19:29,Card,🏠 Accommodation,,Glamping dorm st lucia,20.06,Expense,,270,ZAR,20.06
06/11/2025 7:19:05,Card,🌎 Adventure,,ISimangaliso entrance fee,15.68,Expense,,211,ZAR,15.68
06/11/2025 7:18:54,Card,🍜 Food,,Mince pie,2.97,Expense,,40,ZAR,2.97
06/10/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/10/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/10/2025 9:49:53,Card,🍜 Food,,"Pap, Sheba and kaiing",8.55,Expense,,115,ZAR,8.55
06/10/2025 8:00:44,Cash,🖼 Culture,,Zulu Dancer tip,1.49,Expense,,20,ZAR,1.49
06/10/2025 8:00:57,Cash,🌎 Adventure,,Boat tip,1.49,Expense,,20,ZAR,1.49
06/10/2025 7:23:25,Card,🏠 Accommodation,,Glamping dorm st lucia,20.06,Expense,,270,ZAR,20.06
06/10/2025 5:13:29,Cash,🎁 Gift,,Warthog gourd,3.72,Expense,,50,ZAR,3.72
06/10/2025 5:13:18,Card,🍜 Food,,Snacks,7.43,Expense,,100,ZAR,7.43
06/10/2025 0:33:17,Card,🌎 Adventure,,Hippo and croc boat tour,22.29,Expense,,300,ZAR,22.29
06/09/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/09/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/09/2025 8:39:33,Cash,🚖 Transport,,Toll fee,1.34,Expense,,18,ZAR,1.34
06/09/2025 8:38:26,Cash,🚖 Transport,,Toll fee,4.61,Expense,,62,ZAR,4.61
06/09/2025 8:38:26,Card,🧵 Crafting,,Tiny drill bit,1.78,Expense,,24,ZAR,1.78
06/09/2025 8:38:26,Card,🧵 Crafting,,Beads,3.12,Expense,,42,ZAR,3.12
06/09/2025 8:38:26,Card,🍜 Food,,Fruit,4.31,Expense,,58,ZAR,4.31
06/09/2025 8:37:32,Card,🧵 Crafting,,Fishing wire,3.72,Expense,,50,ZAR,3.72
06/09/2025 8:37:17,Card,👬🏻 Social Life,,Phone plan,11.07,Expense,,149,ZAR,11.07
06/09/2025 7:23:12,Card,🏠 Accommodation,,Glamping dorm st lucia,20.06,Expense,,270,ZAR,20.06
06/08/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/08/2025 15:00:00,Card,🍜 Food,,Droewors and biltong,18.28,Expense,,246,ZAR,18.28
06/08/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/08/2025 12:11:04,Card,🍜 Food,,Stirfry and a milkshake,13.38,Expense,,180,ZAR,13.38
06/08/2025 8:54:44,Card,🍜 Food,,Terrible baked good,3.72,Expense,,50,ZAR,3.72
06/08/2025 8:54:21,Cash,🚖 Transport,,Toll fee,1.19,Expense,,16,ZAR,1.19
06/08/2025 8:54:21,Cash,🚖 Transport,,Toll fee,1.11,Expense,,15,ZAR,1.11
06/08/2025 8:49:41,Card,🪑 Household,,Caravan park plug,12.63,Expense,,170,ZAR,12.63
06/08/2025 8:49:20,Card,🏠 Accommodation,,Salt rock caravan park,35.44,Expense,,477,ZAR,35.44
06/08/2025 5:22:47,Card,🚖 Transport,,24.5L diesel,37.15,Expense,,500,ZAR,37.15
06/07/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/07/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/07/2025 5:46:18,Card,🍜 Food,,Shitty marshmallows,2.38,Expense,,32,ZAR,2.38
06/07/2025 5:46:18,Card,🖼 Culture,,Firewood,4.09,Expense,,55,ZAR,4.09
06/07/2025 5:46:18,Card,🏠 Accommodation,,Injisuthi camping,11.15,Expense,,150,ZAR,11.15
06/06/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/06/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/06/2025 5:45:26,Card,🏠 Accommodation,,Injisuthi camping,11.15,Expense,,150,ZAR,11.15
06/06/2025 4:53:57,Card,🍜 Food,,Groceries and water,11.74,Expense,,158,ZAR,11.74
06/06/2025 0:14:36,Card,🚖 Transport,,26L of diesel,41.02,Expense,,552,ZAR,41.02
06/05/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/05/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/05/2025 8:16:08,Card,🍜 Food,,Chilly bites,3.72,Expense,,50,ZAR,3.72
06/05/2025 5:41:45,Card,🌎 Adventure,,Tala game reserve,32.69,Expense,,440,ZAR,32.69
06/04/2025 23:41:03,Card,🍜 Food,,Agulhas lunch,11.15,Expense,,150,ZAR,11.15
06/04/2025 23:40:11,Card,🍜 Food,,Agulhas dinner,11.15,Expense,,150,ZAR,11.15
06/04/2025 23:37:42,Card,🏠 Accommodation,,Agulhas house,18.58,Expense,,250,ZAR,18.58
06/04/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/04/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/04/2025 2:28:50,Card,🍜 Food,,Agulhas lunch,11.15,Expense,,150,ZAR,11.15
06/04/2025 2:28:50,Card,🪑 Household,,Detergents and other things,9.21,Expense,,124,ZAR,9.21
06/03/2025 23:40:04,Card,🍜 Food,,Agulhas dinner,11.15,Expense,,150,ZAR,11.15
06/03/2025 23:37:37,Card,🏠 Accommodation,,Agulhas house,18.58,Expense,,250,ZAR,18.58
06/03/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/03/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/02/2025 23:39:10,Card,🍜 Food,,Agulhas dinner,11.15,Expense,,150,ZAR,11.15
06/02/2025 23:37:31,Card,🌎 Adventure,,Shit baited shark dive,63.16,Expense,,850,ZAR,63.16
06/02/2025 23:37:31,Card,🌎 Adventure,,Reef drift dive,70.59,Expense,,950,ZAR,70.59
06/02/2025 23:37:31,Card,🌎 Adventure,,Scuba gear,29.72,Expense,,400,ZAR,29.72
06/02/2025 23:37:31,Card,🏠 Accommodation,,Agulhas house,18.58,Expense,,250,ZAR,18.58
06/02/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/02/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/01/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
06/01/2025 15:00:00,Card,🍜 Food,,Agulhas dinner,11.15,Expense,,150,ZAR,11.15
06/01/2025 15:00:00,Card,🏠 Accommodation,,Agulhas house,18.58,Expense,,250,ZAR,18.58
06/01/2025 15:00:00,Card,🚖 Transport,,Highway toll,1.56,Expense,,21,ZAR,1.56
06/01/2025 15:00:00,Card,🚖 Transport,,21L diesel,42.06,Expense,,566,ZAR,42.06
06/01/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
06/01/2025 10:28:08,Card,🍜 Food,,Pizza night,8.92,Expense,,120,ZAR,8.92
06/01/2025 10:27:57,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/31/2025 15:00:00,Card,🤑 Allowance,,Additional South Africa Budget,20,Income,,20,CAD,20
05/31/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/31/2025 10:28:24,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/30/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/30/2025 0:41:57,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/30/2025 0:41:38,Card,🌎 Adventure,,Sardine run,222.92,Expense,,3000,ZAR,222.92
05/29/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/29/2025 0:42:01,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/29/2025 0:41:44,Card,🌎 Adventure,,Sardine run,222.92,Expense,,3000,ZAR,222.92
05/28/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/28/2025 8:13:03,Card,🌎 Adventure,,Sardine run,222.92,Expense,,3000,ZAR,222.92
05/28/2025 8:12:15,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/28/2025 8:12:05,Card,🍜 Food,,Groceries,16.05,Expense,,216,ZAR,16.05
05/28/2025 8:11:38,Card,🍜 Food,,Droewors,6.98,Expense,,94,ZAR,6.98
05/27/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/27/2025 8:12:22,Card,🌎 Adventure,,Sardine run,222.92,Expense,,3000,ZAR,222.92
05/27/2025 8:12:27,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/26/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/26/2025 8:12:56,Card,🌎 Adventure,,Sardine run,222.92,Expense,,3000,ZAR,222.92
05/26/2025 8:12:22,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/25/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/25/2025 12:18:22,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/25/2025 12:18:01,Card,🍜 Food,,Groceries,20.81,Expense,,280,ZAR,20.81
05/24/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/24/2025 13:13:22,Card,🍜 Food,,Braai night,15.6,Expense,,210,ZAR,15.6
05/24/2025 13:13:22,Card,🏠 Accommodation,,Cintsa camping,11.15,Expense,,150,ZAR,11.15
05/24/2025 3:04:11,Cash,🚖 Transport,,Tyre single inflation,13.67,Expense,Single use tyre inflator,184,ZAR,13.67
05/24/2025 3:03:41,Card,🚖 Transport,,33L diesel,49.93,Expense,,672,ZAR,49.93
05/24/2025 3:03:22,Card,🍜 Food,,Groceries,11.59,Expense,,156,ZAR,11.59
05/24/2025 3:03:14,Card,🍜 Food,,Groceries,9.29,Expense,,125,ZAR,9.29
05/24/2025 3:02:47,Card,🧥 Apparel,,Towel,11.15,Expense,,150,ZAR,11.15
05/23/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/23/2025 9:38:29,Card,🍜 Food,,Cookies and cleaner,6.02,Expense,,81,ZAR,6.02
05/23/2025 9:38:21,Card,🎁 Gift,,Sticker,1.49,Expense,,20,ZAR,1.49
05/23/2025 8:41:46,Card,🏠 Accommodation,,Addo campsite,31.06,Expense,,418,ZAR,31.06
05/22/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/22/2025 4:31:51,Card,🏠 Accommodation,,Addo campsite,31.06,Expense,,418,ZAR,31.06
05/22/2025 2:08:37,Card,🍜 Food,,Groceries,9.29,Expense,,125,ZAR,9.29
05/22/2025 2:08:23,Card,🪑 Household,,Crazy glue,1.26,Expense,,17,ZAR,1.26
05/22/2025 2:08:01,Card,🍜 Food,,Droëwors & biltong,8.62,Expense,,116,ZAR,8.62
05/22/2025 2:07:32,Card,🚖 Transport,,27L diesel,43.69,Expense,,588,ZAR,43.69
05/22/2025 1:38:15,Card,👬🏻 Social Life,,Data plan 20GB,11.15,Expense,,150,ZAR,11.15
05/21/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/21/2025 7:49:39,Card,🏠 Accommodation,,J bay Ubuntu hostel,14.86,Expense,,200,ZAR,14.86
05/21/2025 7:49:21,Card,🍜 Food,,Chuckles,7.43,Expense,,100,ZAR,7.43
05/21/2025 7:49:12,Card,🍜 Food,,Mcfurry,3.2,Expense,,43,ZAR,3.2
05/20/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/20/2025 11:48:34,Card,🏠 Accommodation,,J bay Ubuntu hostel,14.86,Expense,,200,ZAR,14.86
05/20/2025 11:36:31,Card,🍜 Food,,Groceries,6.76,Expense,,91,ZAR,6.76
05/20/2025 5:38:58,Card,🌎 Adventure,,Surf board rental,12.63,Expense,,170,ZAR,12.63
05/19/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/19/2025 7:53:58,Card,🍜 Food,,Snacks,5.87,Expense,,79,ZAR,5.87
05/19/2025 7:53:24,Card,🍜 Food,,5 pannakoek,1.49,Expense,,20,ZAR,1.49
05/19/2025 0:56:47,Card,🏠 Accommodation,,J bay Ubuntu hostel,14.86,Expense,,200,ZAR,14.86
05/18/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/18/2025 7:34:37,Card,🍜 Food,,Droëwors 500g,14.86,Expense,,200,ZAR,14.86
05/18/2025 7:34:14,Card,🏠 Accommodation,,J bay island vibe hostel,18.58,Expense,,250,ZAR,18.58
05/18/2025 7:33:55,Cash,🌎 Adventure,,Kayak rental,4.46,Expense,,60,ZAR,4.46
05/17/2025 15:00:00,Card,🚖 Transport,,25L diesel,39.38,Expense,,530,ZAR,39.38
05/17/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/17/2025 10:50:16,Cash,🚖 Transport,,Cleaning the baboon shit off the car,7.43,Expense,,100,ZAR,7.43
05/17/2025 10:49:57,Cash,🚖 Transport,,Tsitsikamma toll,5.28,Expense,,71,ZAR,5.28
05/17/2025 10:49:32,Cash,🎁 Gift,,Patch OT,3.72,Expense,,50,ZAR,3.72
05/17/2025 10:49:22,Card,🍜 Food,,Groceries,13.38,Expense,,180,ZAR,13.38
05/16/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/16/2025 10:50:48,Card,🍜 Food,,Dinner after the OT,20.81,Expense,,280,ZAR,20.81
05/16/2025 9:58:18,Cash,🚖 Transport,,Transport back to storms river,35.67,Expense,,480,ZAR,35.67
05/16/2025 9:29:42,Card,🍜 Food,,Snacks and meals,5.42,Expense,,73,ZAR,5.42
05/16/2025 9:27:07,Card,🌎 Adventure,,Otter trail,27.49,Expense,,370,ZAR,27.49
05/15/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/15/2025 9:29:35,Card,🍜 Food,,Snacks and meals,5.42,Expense,,73,ZAR,5.42
05/15/2025 9:28:24,Card,🍜 Food,,Dehydrated camping dinner,17.76,Expense,,239,ZAR,17.76
05/15/2025 9:26:50,Card,🌎 Adventure,,Otter trail,27.49,Expense,,370,ZAR,27.49
05/14/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/14/2025 9:29:28,Card,🍜 Food,,Snacks and meals,5.42,Expense,,73,ZAR,5.42
05/14/2025 9:28:16,Card,🍜 Food,,Dehydrated camping dinner,17.76,Expense,,239,ZAR,17.76
05/14/2025 9:26:43,Card,🌎 Adventure,,Otter trail,27.49,Expense,,370,ZAR,27.49
05/13/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/13/2025 9:29:17,Card,🍜 Food,,Snacks and meals,5.42,Expense,,73,ZAR,5.42
05/13/2025 9:28:05,Card,🍜 Food,,Dehydrated camping dinner,17.76,Expense,,239,ZAR,17.76
05/13/2025 9:26:37,Card,🌎 Adventure,,Otter trail,27.49,Expense,,370,ZAR,27.49
05/12/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/12/2025 9:26:18,Card,🚖 Transport,,Tsitsikamma toll,5.28,Expense,,71,ZAR,5.28
05/12/2025 9:26:18,Card,🍜 Food,,Snacks and meals,5.42,Expense,,73,ZAR,5.42
05/12/2025 9:26:18,Card,🍜 Food,,Dehydrated camping dinner,17.76,Expense,,239,ZAR,17.76
05/12/2025 9:26:18,Card,🌎 Adventure,,Otter trail,27.49,Expense,,370,ZAR,27.49
05/12/2025 6:57:35,Card,🍜 Food,,Gas canister,13.3,Expense,,179,ZAR,13.3
05/11/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/11/2025 12:11:48,Card,🏠 Accommodation,,Wild spirit camping,18.58,Expense,,250,ZAR,18.58
05/11/2025 12:11:38,Card,🍜 Food,,Soup night,7.43,Expense,,100,ZAR,7.43
05/11/2025 12:11:31,Card,🍜 Food,,Veg,1.71,Expense,,23,ZAR,1.71
05/11/2025 3:12:14,Card,🍜 Food,,Droewors,7.65,Expense,,103,ZAR,7.65
05/10/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/10/2025 9:25:48,Card,💄 Beauty,,Rochelle botox,81.74,Expense,,1100,ZAR,81.74
05/10/2025 9:25:48,Cash,🏠 Accommodation,,Plettenberg camping,14.86,Expense,,200,ZAR,14.86
05/10/2025 9:25:48,Card,🍜 Food,,Dinner soup,5.42,Expense,,73,ZAR,5.42
05/10/2025 7:10:04,Card,🚖 Transport,,Gas 40L,62.49,Expense,,841,ZAR,62.49
05/09/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/08/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/07/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/07/2025 13:17:00,Card,🍜 Food,,Stuff for the braai,10.11,Expense,,136,ZAR,10.11
05/07/2025 13:16:32,Card,🍜 Food,,Shit droewors,6.09,Expense,,82,ZAR,6.09
05/07/2025 3:31:00,Card,🍜 Food,,Milktart,5.94,Expense,,80,ZAR,5.94
05/07/2025 3:30:34,Card,🍜 Food,,Coffee with rochelle,6.09,Expense,,82,ZAR,6.09
05/06/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/06/2025 13:04:01,Card,🍜 Food,,Lunch with rochelle,16.72,Expense,,225,ZAR,16.72
05/05/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/04/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/03/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/03/2025 9:14:56,Card,🍜 Food,,Fancy hot chocolate at fancy place,4.09,Expense,,55,ZAR,4.09
05/03/2025 8:32:08,Card,🍜 Food,,Groceries,9.14,Expense,,123,ZAR,9.14
05/03/2025 2:42:07,Card,🍜 Food,,Droewors,10.03,Expense,,135,ZAR,10.03
05/03/2025 1:28:19,Card,🚖 Transport,,28L diesel,37.82,Expense,,509,ZAR,37.82
05/02/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
05/02/2025 2:26:52,Card,👬🏻 Social Life,,Phone holder,8.17,Expense,,110,ZAR,8.17
05/02/2025 2:08:57,Card,🧘🏼 Health,,Medical kit,11.44,Expense,,154,ZAR,11.44
05/02/2025 1:23:36,Card,💄 Beauty,,Suncream,16.35,Expense,,220,ZAR,16.35
05/01/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/30/2025 15:00:00,Card,🍜 Food,,Snacks,10.4,Expense,,140,ZAR,10.4
04/30/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/30/2025 9:43:47,Card,🌎 Adventure,,Wild card!,309.11,Expense,,4160,ZAR,309.11
04/30/2025 9:43:47,Card,👬🏻 Social Life,,Journal,4.61,Expense,,62,ZAR,4.61
04/30/2025 9:43:08,Card,🪑 Household,,Car charge plug,6.91,Expense,,93,ZAR,6.91
04/30/2025 2:21:21,Card,🪑 Household,,Camping sleeping mat,33.36,Expense,,449,ZAR,33.36
04/29/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/29/2025 2:10:51,Card,🌎 Adventure,,2P bush bay tent,111.46,Expense,,1500,ZAR,111.46
04/29/2025 2:08:22,Card,💄 Beauty,,Face wash stuff,19.25,Expense,,259,ZAR,19.25
04/28/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/28/2025 4:14:24,Card,💄 Beauty,,Toothpaste,4.83,Expense,,65,ZAR,4.83
04/28/2025 4:14:02,Card,🍜 Food,,Milktart and muffin,5.2,Expense,,70,ZAR,5.2
04/28/2025 3:04:21,Card,💄 Beauty,,"Sun cream, vit c, night cream",57.59,Expense,,775,ZAR,57.59
04/28/2025 2:37:30,Cash,📙 Education,,Wildlife rangers guide,36.78,Expense,,495,ZAR,36.78
04/28/2025 2:29:43,Card,🪑 Household,,Bluetooth Speaker,37.15,Expense,,500,ZAR,37.15
04/27/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/27/2025 10:08:46,Card,🍜 Food,,2 mcflurries,6.32,Expense,,85,ZAR,6.32
04/26/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/25/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/25/2025 3:32:37,Card,🌎 Adventure,,Botanical gardens,4.09,Expense,,55,ZAR,4.09
04/25/2025 3:24:27,Card,🍜 Food,,Café lunch,10.4,Expense,,140,ZAR,10.4
04/25/2025 2:47:58,Card,🌎 Adventure,,Stoney point penguins,2.97,Expense,,40,ZAR,2.97
04/24/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/24/2025 2:11:03,Card,🚖 Transport,,35.L diesel,56.84,Expense,,765,ZAR,56.84
04/23/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/23/2025 7:50:43,Card,🍜 Food,,Groceries,5.05,Expense,,68,ZAR,5.05
04/23/2025 3:25:46,Cash,👬🏻 Social Life,,Phone plan 30days 20gb,14.71,Expense,,198,ZAR,14.71
04/22/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/22/2025 12:36:40,Card,👬🏻 Social Life,,Lunch with Deon and Jadon,23.78,Expense,,320,ZAR,23.78
04/21/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/20/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/19/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/18/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/17/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/16/2025 15:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/16/2025 2:13:35,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/15/2025 17:21:15,Cash,🚖 Transport,,Chicken bus for me and the fam,4.33,Expense,,3,USD,4.33
04/15/2025 15:24:25,Cash,🖼 Culture,,Walking tour tip,14.44,Expense,,10,USD,14.44
04/15/2025 15:04:04,Cash,🚖 Transport,,Mototaxi,2.31,Expense,,1.6,USD,2.31
04/15/2025 15:03:18,Card,🍜 Food,,Mcflurry,3.97,Expense,,2.75,USD,3.97
04/15/2025 15:03:41,Card,🧥 Apparel,,Blanket thing,5.78,Expense,,4,USD,5.78
04/15/2025 15:03:51,Card,🍜 Food,,Snacks,8.66,Expense,,6,USD,8.66
04/15/2025 15:03:26,Cash,🍜 Food,,Pupusas ajo,2.38,Expense,,1.65,USD,2.38
04/15/2025 15:03:03,Cash,🍜 Food,,Juice,0.51,Expense,,0.35,USD,0.51
04/14/2025 23:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/14/2025 20:42:02,Cash,🍜 Food,,Pupusas,4.33,Expense,,3,USD,4.33
04/14/2025 20:35:56,Card,🍜 Food,,Grocery split,4.81,Expense,,3.33,USD,4.81
04/14/2025 20:16:53,Cash,🏠 Accommodation,,San salvador hostel,18.77,Expense,,13,USD,18.77
04/14/2025 12:55:54,Cash,🎁 Gift,,El salvador patch,7.22,Expense,,5,USD,7.22
04/14/2025 11:55:21,Card,🍜 Food,,Over priced açai,12.99,Expense,,9,USD,12.99
04/13/2025 23:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/13/2025 20:35:51,Card,🍜 Food,,Grocery split,4.81,Expense,,3.33,USD,4.81
04/13/2025 20:35:51,Cash,🎁 Gift,,Sticker,1.44,Expense,,1,USD,1.44
04/13/2025 16:09:47,Card,🏠 Accommodation,,El tunco private,32.5,Expense,,32.5,CAD,32.5
04/12/2025 23:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/12/2025 20:35:37,Card,👬🏻 Social Life,,Beers at party,7.58,Expense,,5.25,USD,7.58
04/12/2025 20:35:37,Card,🍜 Food,,Grocery split,4.81,Expense,,3.33,USD,4.81
04/12/2025 20:35:22,Cash,🚖 Transport,,Chicken bus,0.36,Expense,,0.25,USD,0.36
04/12/2025 16:10:06,Card,🏠 Accommodation,,El tunco private,32.5,Expense,,32.5,CAD,32.5
04/12/2025 16:10:06,Cash,🍜 Food,,Ice cream sandwich,1.23,Expense,,0.85,USD,1.23
04/12/2025 1:58:57,Card,👬🏻 Social Life,,Beers,4.91,Expense,,3.4,USD,4.91
04/12/2025 0:37:49,Cash,🍜 Food,,Overpriced drunk hotdog,5.05,Expense,,3.5,USD,5.05
04/11/2025 23:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
04/11/2025 20:55:40,Card,👬🏻 Social Life,,Brewery beers,15.88,Expense,,11,USD,15.88
04/11/2025 20:55:40,Cash,🚖 Transport,,Chicken bus,0.36,Expense,,0.25,USD,0.36
04/11/2025 20:55:40,Cash,🍜 Food,,Snacks,1.44,Expense,,1,USD,1.44
04/11/2025 19:42:01,Card,👬🏻 Social Life,,2 beer cans,3.9,Expense,,2.7,USD,3.9
04/11/2025 19:42:18,Cash,🍜 Food,,Pupusas,2.89,Expense,,2,USD,2.89
04/11/2025 16:43:05,Cash,🍜 Food,,Chicken almuerzo,4.69,Expense,,3.25,USD,4.69
04/11/2025 16:42:55,Cash,🍜 Food,,Gatorade,1.8,Expense,,1.25,USD,1.8
04/11/2025 16:09:42,Cash,🏠 Accommodation,,Pelícano surf camp,21.3,Expense,,14.75,USD,21.3
